waktu,ax,ay,az,mean,rms,,label,,timestamp
5/4/2026 11:24,-0.28,0.56,1.11,0.46,0.74,,1,,"10.173.63.72 - - [04/May/2026 11:24:28] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-1,-0.13,0.97,-0.05,0.81,,1,,"10.173.63.72 - - [04/May/2026 11:24:30] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.37,-0.59,1.01,0.02,0.71,,1,,"10.173.63.72 - - [04/May/2026 11:24:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.05,-0.48,0.97,0.18,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:24:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.65,-0.81,0.97,-0.16,0.82,,1,,"10.173.63.72 - - [04/May/2026 11:24:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.18,0.99,1.18,0.66,0.9,,1,,"10.173.63.72 - - [04/May/2026 11:24:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.25,-0.44,0.87,0.06,0.58,,1,,"10.173.63.72 - - [04/May/2026 11:24:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.84,0.44,1.08,0.79,0.83,,1,,"10.173.63.72 - - [04/May/2026 11:24:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.17,0.65,1.07,0.63,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:24:47] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.15,0.9,0.96,0.67,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:24:49] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.13,-0.95,1.15,0.02,0.86,,1,,"10.173.63.72 - - [04/May/2026 11:24:51] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,-0.46,0.1,1.03,0.22,0.65,,1,,"10.173.63.72 - - [04/May/2026 11:24:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.32,0.82,1.16,0.77,0.84,,1,,"10.173.63.72 - - [04/May/2026 11:24:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:24,0.31,0.17,1.03,0.5,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:24:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.96,-0.69,1.04,0.44,0.91,,1,,"10.173.63.72 - - [04/May/2026 11:25:01] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.71,-0.94,0.83,0.2,0.83,,1,,"10.173.63.72 - - [04/May/2026 11:25:03] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.95,-0.31,1.18,0.61,0.89,,1,,"10.173.63.72 - - [04/May/2026 11:25:05] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.05,0.29,0.81,0.38,0.5,,1,,"10.173.63.72 - - [04/May/2026 11:25:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.17,-0.13,0.9,0.2,0.53,,1,,"10.173.63.72 - - [04/May/2026 11:25:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.28,0.87,0.94,0.51,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:25:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.05,-0.94,0.99,0,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:25:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.43,-0.33,1.08,0.39,0.7,,1,,"10.173.63.72 - - [04/May/2026 11:25:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.73,0.42,1.01,0.23,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:25:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.44,-0.87,1.17,0.25,0.88,,1,,"10.173.63.72 - - [04/May/2026 11:25:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.16,-0.95,0.84,0.02,0.74,,1,,"10.173.63.72 - - [04/May/2026 11:25:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.96,0.29,0.9,0.72,0.78,,1,,"10.173.63.72 - - [04/May/2026 11:25:26] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.93,-0.44,0.8,-0.19,0.75,,1,,"10.173.63.72 - - [04/May/2026 11:25:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.24,-0.56,0.89,0.19,0.62,,1,,"10.173.63.72 - - [04/May/2026 11:25:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.11,0.67,1.04,0.61,0.72,,1,,"10.173.63.72 - - [04/May/2026 11:25:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.29,0.09,0.94,0.44,0.57,,1,,"10.173.63.72 - - [04/May/2026 11:25:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.83,-0.25,1.02,-0.02,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:25:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.09,0.7,0.88,0.5,0.65,,1,,"10.173.63.72 - - [04/May/2026 11:25:41] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.66,0.44,1.09,0.73,0.78,,1,,"10.173.63.72 - - [04/May/2026 11:25:44] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.05,0.09,0.88,0.34,0.51,,1,,"10.173.63.72 - - [04/May/2026 11:25:46] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.92,-0.49,0.91,-0.17,0.8,,1,,"10.173.63.72 - - [04/May/2026 11:25:49] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.64,-0.71,0.99,-0.12,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:25:52] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.08,-0.05,0.93,0.27,0.54,,1,,"10.173.63.72 - - [04/May/2026 11:25:54] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,0.29,-0.46,0.82,0.22,0.57,,1,,"10.173.63.72 - - [04/May/2026 11:25:57] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:25,-0.3,-0.62,1.14,0.07,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:25:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.6,-0.29,1.15,0.09,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:26:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.52,0.6,0.84,0.31,0.67,,1,,"10.173.63.72 - - [04/May/2026 11:26:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.22,-0.41,1.18,0.33,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:26:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.67,-0.75,1,-0.14,0.82,,1,,"10.173.63.72 - - [04/May/2026 11:26:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.46,-0.6,1.14,0.33,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:26:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.57,0.32,0.86,0.58,0.62,,1,,"10.173.63.72 - - [04/May/2026 11:26:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.53,0.71,1.1,0.43,0.82,,1,,"10.173.63.72 - - [04/May/2026 11:26:16] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.15,0.78,1.07,0.57,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:26:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.19,0.21,0.91,0.44,0.55,,1,,"10.173.63.72 - - [04/May/2026 11:26:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.62,-0.31,1.06,0.46,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:26:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.7,-0.74,0.87,-0.19,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:26:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.33,-0.82,0.99,-0.05,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:26:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.51,-0.1,0.85,0.08,0.58,,1,,"10.173.63.72 - - [04/May/2026 11:26:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.65,0.59,1.16,0.37,0.84,,1,,"10.173.63.72 - - [04/May/2026 11:26:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.77,0.45,1.11,0.26,0.82,,1,,"10.173.63.72 - - [04/May/2026 11:26:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.7,-0.24,1.09,0.05,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:26:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.13,0.87,0.88,0.54,0.72,,1,,"10.173.63.72 - - [04/May/2026 11:26:41] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.6,-0.6,0.9,-0.1,0.71,,1,,"10.173.63.72 - - [04/May/2026 11:26:44] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.87,0.67,1.16,0.9,0.92,,1,,"10.173.63.72 - - [04/May/2026 11:26:46] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.62,0.07,0.95,0.55,0.66,,1,,"10.173.63.72 - - [04/May/2026 11:26:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.66,-0.41,1.07,0,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:26:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.68,-0.01,1.04,0.12,0.72,,1,,"10.173.63.72 - - [04/May/2026 11:26:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,0.45,-0.27,1.02,0.4,0.66,,1,,"10.173.63.72 - - [04/May/2026 11:26:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:26,-0.38,0.19,0.81,0.21,0.53,,1,,"10.173.63.72 - - [04/May/2026 11:26:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.54,0.48,0.96,0.3,0.69,,0,,"10.173.63.72 - - [04/May/2026 11:27:01] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.5,-0.8,1.04,-0.09,0.81,,0,,"10.173.63.72 - - [04/May/2026 11:27:03] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.1,0.37,1.14,0.54,0.69,,0,,"10.173.63.72 - - [04/May/2026 11:27:06] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.62,-0.84,1.02,0.27,0.84,,0,,"10.173.63.72 - - [04/May/2026 11:27:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.21,0.65,0.9,0.45,0.65,,0,,"10.173.63.72 - - [04/May/2026 11:27:11] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.44,0.33,1.17,0.65,0.75,,0,,"10.173.63.72 - - [04/May/2026 11:27:13] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.45,-0.27,0.99,0.39,0.65,,0,,"10.173.63.72 - - [04/May/2026 11:27:16] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.27,0.26,1.07,0.53,0.65,,0,,"10.173.63.72 - - [04/May/2026 11:27:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.49,-0.06,0.96,0.14,0.62,,0,,"10.173.63.72 - - [04/May/2026 11:27:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.71,0.66,0.91,0.29,0.77,,0,,"10.173.63.72 - - [04/May/2026 11:27:23] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.84,-0.93,1.17,0.36,0.99,,0,,"10.173.63.72 - - [04/May/2026 11:27:25] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.04,-0.28,1.07,0.28,0.64,,0,,"10.173.63.72 - - [04/May/2026 11:27:28] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.39,-0.28,1.07,0.39,0.68,,0,,"10.173.63.72 - - [04/May/2026 11:27:30] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.66,-1,0.85,-0.27,0.85,,0,,"10.173.63.72 - - [04/May/2026 11:27:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.53,-0.97,0.82,-0.23,0.79,,0,,"10.173.63.72 - - [04/May/2026 11:27:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.11,0.01,1.16,0.35,0.67,,0,,"10.173.63.72 - - [04/May/2026 11:27:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.55,0.67,1.19,0.44,0.85,,0,,"10.173.63.72 - - [04/May/2026 11:27:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.99,0.95,0.92,0.29,0.95,,0,,"10.173.63.72 - - [04/May/2026 11:27:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.18,0.6,1.04,0.61,0.7,,0,,"10.173.63.72 - - [04/May/2026 11:27:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.81,0.13,0.97,0.1,0.73,,0,,"10.173.63.72 - - [04/May/2026 11:27:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.3,-0.26,1.12,0.19,0.69,,0,,"10.173.63.72 - - [04/May/2026 11:27:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,0.51,-0.44,1.02,0.36,0.71,,0,,"10.173.63.72 - - [04/May/2026 11:27:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.85,0.64,1.17,0.32,0.91,,0,,"10.173.63.72 - - [04/May/2026 11:27:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:27,-0.09,0.7,0.93,0.51,0.67,,0,,"10.173.63.72 - - [04/May/2026 11:27:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.94,0.94,1.17,0.39,1.02,,0,,"10.173.63.72 - - [04/May/2026 11:28:01] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.58,-0.7,0.97,0.28,0.77,,0,,"10.173.63.72 - - [04/May/2026 11:28:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.6,-0.64,1.11,-0.04,0.82,,0,,"10.173.63.72 - - [04/May/2026 11:28:06] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.8,-0.72,0.83,0.3,0.78,,0,,"10.173.63.72 - - [04/May/2026 11:28:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.31,-0.73,0.85,0.14,0.67,,0,,"10.173.63.72 - - [04/May/2026 11:28:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.7,-0.22,1.06,0.05,0.74,,0,,"10.173.63.72 - - [04/May/2026 11:28:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.48,0.56,0.83,0.62,0.64,,0,,"10.173.63.72 - - [04/May/2026 11:28:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.28,-0.21,1.16,0.22,0.7,,0,,"10.173.63.72 - - [04/May/2026 11:28:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.88,-0.34,0.86,0.47,0.74,,0,,"10.173.63.72 - - [04/May/2026 11:28:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.76,0.97,0.87,0.36,0.87,,0,,"10.173.63.72 - - [04/May/2026 11:28:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.68,-0.53,0.8,-0.14,0.68,,0,,"10.173.63.72 - - [04/May/2026 11:28:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.06,0.73,1.18,0.62,0.8,,0,,"10.173.63.72 - - [04/May/2026 11:28:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.65,-0.46,1.14,0.01,0.8,,0,,"10.173.63.72 - - [04/May/2026 11:28:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.91,-0.23,0.95,-0.06,0.77,,0,,"10.173.63.72 - - [04/May/2026 11:28:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.23,-0.92,0.98,-0.06,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:28:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.42,-0.44,1.13,0.09,0.74,,1,,"10.173.63.72 - - [04/May/2026 11:28:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.43,-0.8,0.85,0.16,0.72,,1,,"10.173.63.72 - - [04/May/2026 11:28:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.27,-0.89,0.94,-0.07,0.76,,1,,"10.173.63.72 - - [04/May/2026 11:28:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.26,-0.34,1.01,0.31,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:28:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.81,0.84,1.06,0.36,0.91,,1,,"10.173.63.72 - - [04/May/2026 11:28:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.12,-0.05,1.08,0.38,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:28:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,0.33,-1,0.87,0.07,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:28:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:28,-0.57,0.47,0.81,0.24,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:28:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.34,-0.09,1.13,0.23,0.68,,1,,"10.173.63.72 - - [04/May/2026 11:29:00] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.21,0.66,1.19,0.69,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:29:05] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.74,-0.25,1.03,0.01,0.75,,1,,"10.173.63.72 - - [04/May/2026 11:29:08] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.08,0.33,0.87,0.37,0.54,,1,,"10.173.63.72 - - [04/May/2026 11:29:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.19,0.62,0.81,0.41,0.6,,1,,"10.173.63.72 - - [04/May/2026 11:29:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.95,0.43,0.9,0.76,0.8,,1,,"10.173.63.72 - - [04/May/2026 11:29:15] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.51,-0.31,0.88,0.36,0.61,,1,,"10.173.63.72 - - [04/May/2026 11:29:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.14,-0.07,0.96,0.25,0.56,,1,,"10.173.63.72 - - [04/May/2026 11:29:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.33,-0.29,1.07,0.15,0.67,,1,,"10.173.63.72 - - [04/May/2026 11:29:25] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.17,0.03,1.05,0.3,0.61,,1,,"10.173.63.72 - - [04/May/2026 11:29:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.05,-0.61,1.02,0.12,0.69,,1,,"10.173.63.72 - - [04/May/2026 11:29:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.8,-0.67,0.86,0.33,0.78,,1,,"10.173.63.72 - - [04/May/2026 11:29:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.24,0.72,1.01,0.66,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:29:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.84,0.16,1.04,0.68,0.78,,1,,"10.173.63.72 - - [04/May/2026 11:29:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.41,-0.13,1.05,0.44,0.66,,1,,"10.173.63.72 - - [04/May/2026 11:29:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.71,0.05,0.87,0.07,0.65,,1,,"10.173.63.72 - - [04/May/2026 11:29:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.84,-0.25,1.18,0.59,0.85,,1,,"10.173.63.72 - - [04/May/2026 11:29:46] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.04,0.68,1.04,0.59,0.72,,1,,"10.173.63.72 - - [04/May/2026 11:29:49] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.51,-0.64,0.98,-0.06,0.74,,1,,"10.173.63.72 - - [04/May/2026 11:29:51] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.58,0.87,1.05,0.45,0.86,,1,,"10.173.63.72 - - [04/May/2026 11:29:54] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,-0.91,-0.46,1.05,-0.11,0.85,,1,,"10.173.63.72 - - [04/May/2026 11:29:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:29,0.72,-0.42,1.11,0.47,0.8,,1,,"10.173.63.72 - - [04/May/2026 11:29:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.48,-0.54,0.84,-0.06,0.64,,1,,"10.173.63.72 - - [04/May/2026 11:30:00] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.3,-0.37,1.02,0.32,0.65,,1,,"10.173.63.72 - - [04/May/2026 11:30:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.68,0.47,0.91,0.23,0.71,,1,,"10.173.63.72 - - [04/May/2026 11:30:05] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.84,-0.73,1.13,-0.15,0.92,,1,,"10.173.63.72 - - [04/May/2026 11:30:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.05,0.76,1.01,0.61,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:30:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.78,0.45,1.17,0.8,0.85,,1,,"10.173.63.72 - - [04/May/2026 11:30:11] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.99,-0.03,1.04,0.01,0.83,,1,,"10.173.63.72 - - [04/May/2026 11:30:13] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.39,0.55,0.92,0.36,0.66,,1,,"10.173.63.72 - - [04/May/2026 11:30:16] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.93,-0.77,0.96,-0.25,0.89,,1,,"10.173.63.72 - - [04/May/2026 11:30:18] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.26,-0.13,1.02,0.38,0.61,,1,,"10.173.63.72 - - [04/May/2026 11:30:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.55,0.06,1.06,0.19,0.69,,1,,"10.173.63.72 - - [04/May/2026 11:30:23] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.24,0.17,1.05,0.49,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:30:25] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.69,0.82,0.84,0.32,0.79,,1,,"10.173.63.72 - - [04/May/2026 11:30:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.4,-0.71,1.02,0.24,0.75,,1,,"10.173.63.72 - - [04/May/2026 11:30:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.1,0,1.04,0.38,0.6,,1,,"10.173.63.72 - - [04/May/2026 11:30:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.5,-0.45,0.99,0.01,0.69,,1,,"10.173.63.72 - - [04/May/2026 11:30:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.11,-0.56,1.12,0.22,0.73,,1,,"10.173.63.72 - - [04/May/2026 11:30:37] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.97,0.06,0.93,0.65,0.78,,1,,"10.173.63.72 - - [04/May/2026 11:30:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.21,0.16,0.83,0.4,0.5,,1,,"10.173.63.72 - - [04/May/2026 11:30:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.1,0.26,0.83,0.33,0.51,,1,,"10.173.63.72 - - [04/May/2026 11:30:44] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.26,-0.27,1.1,0.19,0.67,,1,,"10.173.63.72 - - [04/May/2026 11:30:47] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.6,0.38,1.12,0.7,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:30:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.96,0.12,0.93,0.03,0.77,,1,,"10.173.63.72 - - [04/May/2026 11:30:52] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,0.51,-0.08,0.95,0.46,0.62,,1,,"10.173.63.72 - - [04/May/2026 11:30:54] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.64,0.81,1.14,0.44,0.89,,1,,"10.173.63.72 - - [04/May/2026 11:30:57] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:30,-0.12,0.28,1.05,0.4,0.63,,1,,"10.173.63.72 - - [04/May/2026 11:30:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,-0.81,0.69,0.93,0.27,0.82,,1,,"10.173.63.72 - - [04/May/2026 11:31:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,0.81,-0.48,1.15,0.49,0.86,,1,,"10.173.63.72 - - [04/May/2026 11:31:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,0,0,0.98,0.33,0.57,,1,,"10.173.63.72 - - [04/May/2026 11:31:06] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,-0.69,-1,0.93,-0.25,0.88,,1,,"10.173.63.72 - - [04/May/2026 11:31:08] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,-0.03,-0.32,1.14,0.26,0.68,,1,,"10.173.63.72 - - [04/May/2026 11:31:11] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 11:31,0.93,-0.76,0.95,0.37,0.88,,1,,"10.173.63.72 - - [04/May/2026 11:31:14] ""POST /dataset HTTP/1.1"" 200 -"
